TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,ENTIDAD,INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ALEXA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ALEXA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ALEXA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COPPEL S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COPPEL S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COPPEL S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COPPEL S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COPPEL S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,ELECZION TIENDA DE ROPA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,ELECZION TIENDA DE ROPA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,ELECZION TIENDA DE ROPA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,ELECZION TIENDA DE ROPA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BOUTIQUE DANIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BOUTIQUE DANIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,BOUTIQUE DANIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,BOUTIQUE DANIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,BOUTIQUE DANIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,SHOPING TIME,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,SHOPING TIME,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,SHOPING TIME,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,SHOPING TIME,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LENCERIA,BOUTIQUE NATALY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ROPA INFANTIL,BOUTIQUE NATALY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,BOUTIQUE NATALY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BOUTIQUE NATALY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DANIA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,DANIA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,DANIA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,DANIA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ROPA,CHIQUIS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,CHIQUIS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ROPA,CHIQUIS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,CHIQUIS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ROPA,CHIQUIS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA, FARMACIAS BENAVIDES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA, FARMACIAS BENAVIDES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA, FARMACIAS BENAVIDES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL, FARMACIAS BENAVIDES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA MERE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA MERE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA MERE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA MERE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ABUNDIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ABUNDIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ABUNDIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ABUNDIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,CADENA COMERCIAL OXXO S.A. DE C.V. Y/O OXXO LA CIMA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,CADENA COMERCIAL OXXO S.A. DE C.V. Y/O OXXO LA CIMA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE COCINA,CADENA COMERCIAL OXXO S.A. DE C.V. Y/O OXXO LA CIMA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,CADENA COMERCIAL OXXO S.A. DE C.V. Y/O OXXO LA CIMA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,CADENA COMERCIAL OXXO S.A. DE C.V. Y/O OXXO LA CIMA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,7 ELEVEN DE MEXICO S.A. DE C.V,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
JUGOS,7 ELEVEN DE MEXICO S.A. DE C.V,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,7 ELEVEN DE MEXICO S.A. DE C.V,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,7 ELEVEN DE MEXICO S.A. DE C.V,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,BENAVIDES S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PAN,BENAVIDES S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,BENAVIDES S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDAS REFRESCANTES,BENAVIDES S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,BENAVIDES S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDAS,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
AGUA  PURIFICADA,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDAS,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDAS,CARNICERIA Y MINI SUPER DON TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HARINA DE ARROZ,CARNICERIA Y MINI SUPER DON TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LENTEJA,CARNICERIA Y MINI SUPER DON TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,CARNICERIA Y MINI SUPER DON TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SALSA,CARNICERIA Y MINI SUPER DON TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,BOUTIQUE ESTILO UNICO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,BOUTIQUE ESTILO UNICO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,BOUTIQUE ESTILO UNICO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,BOUTIQUE ESTILO UNICO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS DE VESTIR,UNIVERS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ROPA,UNIVERS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,UNIVERS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,UNIVERS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,UNIVERS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PAN, MINI SUPER GARCIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS, MINI SUPER GARCIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDAS, MINI SUPER GARCIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
GALLETAS, MINI SUPER GARCIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP., MINI SUPER GARCIA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,ANTRO  ROCK Y JEANS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,ANTRO  ROCK Y JEANS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,ANTRO  ROCK Y JEANS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,ANTRO  ROCK Y JEANS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,PAPELERIA Y ABARROTES TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PAPEL HIGIENICO,PAPELERIA Y ABARROTES TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA DECORACION,PAPELERIA Y ABARROTES TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE COCINA,PAPELERIA Y ABARROTES TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPEL,PAPELERIA Y ABARROTES TO—O,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS DE VESTIR,MYK BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,MYK BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,MYK BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,MYK BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,MYK BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DANNAÔS BOUTIQUE,TAMAULIPAS,Carece del domicilio fiscal del importador y/o fabricante.
SOPA DE PASTA,DULCERIA PANDITA,TAMAULIPAS,Carece de toda informacion comercial  en el producto
ARTICULOS  DE LIMPIEZA,DULCERIA PANDITA,TAMAULIPAS,Carece de fecha de caducidad
LENCERIA,TU MODITA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,TU MODITA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,TU MODITA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BARBARAÔS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BARBARAÔS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BARBARAÔS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BARBARAÔS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,OULET,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA LETTY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS DE VESTIR,ZAPATERIA LETTY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA LETTY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS INFANTILES,ZAPATERIA LETTY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA LETTY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,SEXY FOREVER BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LENCERIA,SEXY FOREVER BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,SEXY FOREVER BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,SEXY FOREVER BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SEXY FOREVER BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SEXY FOREVER BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SEXY FOREVER BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SEXY FOREVER BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DANNAÔS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DANNAÔS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DANNAÔS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DANNAÔS BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TORTILLAS DE MAIZ,ABARROTES PE—A,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,ABARROTES PE—A,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PAN,ABARROTES PE—A,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LECHE,ABARROTES PE—A,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,ABARROTES PE—A,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA, ABARROTES NAYELI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL, ABARROTES NAYELI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA, ABARROTES NAYELI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES, ABARROTES NAYELI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
JUGOS,CARNICERIA ALEXANDRA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDAS,CARNICERIA ALEXANDRA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SALSA,CARNICERIA ALEXANDRA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACEITE COMESTIBLE,CARNICERIA ALEXANDRA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
GELATINAS,CARNICERIA ALEXANDRA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SOPA DE PASTA,ABARROTES NENA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SAL DE MESA,ABARROTES NENA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TORTILLAS DE HARINA,ABARROTES NENA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FECULA DE MAIZ,ABARROTES NENA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA JUNO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA JUNO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA JUNO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA JUNO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,DISTRIBUIDORA DEL VALLE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,DISTRIBUIDORA DEL VALLE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,DISTRIBUIDORA DEL VALLE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,DISTRIBUIDORA DEL VALLE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,DISTRIBUIDORA DEL VALLE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA GIMAX,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA GIMAX,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA GIMAX,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA GIMAX,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA LAS FUENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA LAS FUENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA LAS FUENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,PAPELERIA LAS FUENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
COMIDA,FARMACIA Y ABARROTES CORONADO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDAS,FARMACIA Y ABARROTES CORONADO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,FARMACIA Y ABARROTES CORONADO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CHILES,FARMACIA Y ABARROTES CORONADO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TRIGO,FARMACIA Y ABARROTES CORONADO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,PRODUCTOS PARA LIMPIEZA J Y M,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,PRODUCTOS PARA LIMPIEZA J Y M,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,PRODUCTOS PARA LIMPIEZA J Y M,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,PRODUCTOS PARA LIMPIEZA J Y M,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,DISTRIBUCIONES ESTRELLA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,DISTRIBUCIONES ESTRELLA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,DISTRIBUCIONES ESTRELLA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,DISTRIBUCIONES ESTRELLA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,FERRETERIA GARZA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,FERRETERIA GARZA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
COMIDA,FERRETERIA GARZA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,FERRETERIA GARZA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,FERRETERIA GARZA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,FERRETERIA LAS TORRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,FERRETERIA LAS TORRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,FERRETERIA LAS TORRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,FERRETERIA LAS TORRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,FERRETERIA LAS TORRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,M.S. FERRETERA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,M.S. FERRETERA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,M.S. FERRETERA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,M.S. FERRETERA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,M.S. FERRETERA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,FERRETERIA LA ESTRELLA,TAMAULIPAS,Carece de la informacion comercial obligatoria
ACCESORIOS ELECTRICOS,FERRETERIA LA ESTRELLA,TAMAULIPAS,Carece de la informacion comercial obligatoria
ACCESORIOS ELECTRICOS,FERRETERIA LA ESTRELLA,TAMAULIPAS,Carece de la informacion comercial obligatoria
ACCESORIOS ELECTRICOS,FERRETERIA LA ESTRELLA,TAMAULIPAS,Carece de la informacion comercial obligatoria
ARTICULOS  DE LIMPIEZA,PRODELSA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,PRODELSA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,PRODELSA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,PRODELSA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
JUGOS,MINI SUPER PATY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MAIZ,MINI SUPER PATY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FECULA DE MAIZ,MINI SUPER PATY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MEDICAMENTOS,MINI SUPER PATY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
REFRESCOS,MINI SUPER PATY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA KOSTER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
GALLETAS,DULCERIA KOSTER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA KOSTER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA KOSTER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA KOSTER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
VERDURAS ENLATADAS,PANADERIA LA SUPERIOR  S.A. DE C.V.,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
VERDURAS ENLATADAS,PANADERIA LA SUPERIOR  S.A. DE C.V.,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
CAFE,DIEPAN,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
CAFE,DIEPAN,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,PANADERIA LA POLLITA,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,PANADERIA LA POLLITA,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
VERDURAS ENLATADAS,PANADERIA LA SUPERIOR  S.A. DE C.V.,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
VERDURAS ENLATADAS,PANADERIA LA SUPERIOR  S.A. DE C.V.,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,PANIFICADORA Y PASTELERIA REAL,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,PANIFICADORA Y PASTELERIA REAL,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
PURE DE TOMATE,FARMACIA GUADALAJARA  S.A. DE C.V.,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
PURE DE TOMATE,FARMACIA GUADALAJARA  S.A. DE C.V.,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
PAN,FARMACIA GUADALAJARA SA DE CV,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
PAN,FARMACIA GUADALAJARA SA DE CV,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
AGUA  PURIFICADA,CADENA COMERCIAL OXXO SA DE CV,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
AGUA  PURIFICADA,CADENA COMERCIAL OXXO SA DE CV,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
JUGOS,CADENA COMERCIAL OXXO SA DE CV,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
JUGOS,CADENA COMERCIAL OXXO SA DE CV,SAN LUIS POTOSI,NO SE DETECTO INCUMPLIMIENTO
